Number;Unit;Year;Mark
574;ASTRO2;1;A
574;HERBO5;4;O
574;CHARM2;2;O
574;DATDA1;2;O
574;ASTRO4;3;E
574;POTIO3;3;A
574;DATDA4;4;E
575;ASTRO1;1;A
575;TRANS4;4;A
575;POTIO1;1;A
575;CHARM1;1;A
575;TRANS2;2;A
575;POTIO4;4;A
575;POTIO5;3;A
575;CHARM3;2;A
575;DATDA5;3;E
575;ASTRO5;3;A
575;TRANS3;3;E
575;DATDA3;3;A
575;DATDA2;1;A
575;POTIO2;4;A
575;HERBO4;4;A
575;CHARM5;4;A
575;HERBO1;1;A
575;HERBO2;2;E
575;HERBO3;2;A
575;CHARM4;3;E
575;TRANS5;3;A
575;ASTRO3;2;A
575;TRANS1;1;A
575;ASTRO2;1;A
575;HERBO5;4;O
575;CHARM2;2;E
575;DATDA1;1;A
575;ASTRO4;2;A
575;POTIO3;3;E
575;DATDA4;3;A
576;ASTRO1;2;A
576;TRANS4;3;A
576;POTIO1;2;E
576;CHARM1;1;E
576;TRANS2;3;A
576;POTIO4;4;A
576;POTIO5;4;E
576;CHARM3;2;A
576;DATDA5;3;E
576;ASTRO5;3;A
576;TRANS3;3;A
576;DATDA3;3;A
576;DATDA2;2;A
576;POTIO2;4;A
576;HERBO4;3;A
576;CHARM5;3;A
576;HERBO1;1;E
576;HERBO2;1;E
576;HERBO3;2;A
576;CHARM4;3;E
576;TRANS5;3;A
576;ASTRO3;2;A
576;TRANS1;2;E
576;ASTRO2;1;E
576;HERBO5;4;O
576;CHARM2;1;E
576;DATDA1;1;A
576;ASTRO4;2;A
576;POTIO3;2;E
576;DATDA4;3;A
578;ASTRO1;1;A
578;TRANS4;3;A
578;POTIO1;1;A
578;CHARM1;1;O
578;TRANS2;2;O
578;POTIO4;3;E
578;POTIO5;3;A
578;CHARM3;2;A
578;DATDA5;3;A
578;ASTRO5;3;A
578;TRANS3;2;E
578;DATDA3;2;A
578;DATDA2;1;A
578;POTIO2;4;A
578;HERBO4;3;E
578;CHARM5;3;A
578;HERBO1;1;E
578;HERBO2;3;E
578;HERBO3;2;A
578;CHARM4;2;E
578;TRANS5;3;E
578;ASTRO3;2;A
578;TRANS1;1;E
578;ASTRO2;1;A
578;HERBO5;4;E
578;CHARM2;1;O
578;DATDA1;1;A
578;ASTRO4;2;A
578;POTIO3;2;E
578;DATDA4;3;A
579;ASTRO1;1;A
579;TRANS4;3;A
579;POTIO1;3;A
579;CHARM1;1;A
579;TRANS2;2;A
579;POTIO4;4;E
579;POTIO5;3;A
579;CHARM3;3;A
579;DATDA5;4;A
579;ASTRO5;4;A
579;TRANS3;2;A
579;DATDA3;4;A
579;DATDA2;1;A
579;POTIO2;4;A
579;HERBO4;3;A
579;CHARM5;3;A
579;HERBO1;1;A
579;HERBO2;1;E
579;HERBO3;2;A
579;CHARM4;2;E
579;TRANS5;3;E
579;ASTRO3;4;A
579;TRANS1;1;A
579;ASTRO2;1;A
579;HERBO5;4;A
579;CHARM2;1;A
579;DATDA1;1;A
579;ASTRO4;2;A
579;POTIO3;3;A
579;DATDA4;4;A
582;ASTRO1;1;E
582;TRANS4;3;A
582;POTIO1;2;A
582;CHARM1;1;O
582;TRANS2;2;E
582;POTIO4;3;A
582;POTIO5;3;A
582;CHARM3;2;A
582;DATDA5;3;O
582;ASTRO5;3;E
582;TRANS3;2;E
582;DATDA3;2;E
582;DATDA2;1;A
582;POTIO2;4;A
582;HERBO4;3;A
582;CHARM5;3;A
582;HERBO1;1;O
582;HERBO2;1;E
582;HERBO3;2;E
582;CHARM4;2;E
582;TRANS5;3;E
582;ASTRO3;2;E
582;TRANS1;1;O
582;ASTRO2;1;O
582;HERBO5;3;E
582;CHARM2;1;O
582;DATDA1;2;E
582;ASTRO4;2;A
582;POTIO3;2;A
582;DATDA4;3;A
584;ASTRO1;1;A
584;TRANS4;4;A
584;POTIO1;1;A
584;CHARM1;66;E
584;TRANS2;2;E
584;POTIO4;66;E
584;POTIO5;4;A
584;CHARM3;2;A
584;DATDA5;66;A
584;ASTRO5;4;E
584;TRANS3;2;A
584;DATDA3;2;A
584;DATDA2;1;A
584;POTIO2;66;A
584;HERBO4;4;E
584;CHARM5;66;A
584;HERBO1;1;E
584;HERBO2;1;A
584;HERBO3;2;A
584;CHARM4;2;A
584;TRANS5;4;E
584;ASTRO3;2;A
584;TRANS1;66;A
584;ASTRO2;66;A
584;HERBO5;4;O
584;CHARM2;66;O
584;DATDA1;66;E
584;ASTRO4;3;A
584;POTIO3;2;A
584;DATDA4;66;A
585;ASTRO1;1;A
585;TRANS4;4;A
585;POTIO1;1;A
585;CHARM1;66;E
585;TRANS2;2;A
585;POTIO4;66;A
585;POTIO5;4;A
585;CHARM3;2;A
585;DATDA5;66;A
585;ASTRO5;66;A
585;TRANS3;2;A
585;DATDA3;66;A
585;DATDA2;2;A
585;POTIO2;66;A
585;HERBO4;66;A
585;CHARM5;66;A
585;HERBO1;1;E
585;HERBO2;1;A
585;HERBO3;2;A
585;CHARM4;2;A
585;TRANS5;4;E
585;ASTRO3;2;A
585;TRANS1;1;A
585;ASTRO2;66;A
585;HERBO5;4;O
585;CHARM2;1;A
585;DATDA1;66;E
585;ASTRO4;4;A
585;POTIO3;2;A
585;DATDA4;66;A
586;ASTRO1;66;A
586;TRANS4;4;A
586;POTIO1;66;A
586;CHARM1;66;E
586;TRANS2;2;A
586;POTIO4;4;E
586;POTIO5;3;A
586;CHARM3;2;A
586;DATDA5;3;A
586;ASTRO5;3;A
586;TRANS3;2;A
586;DATDA3;3;A
586;DATDA2;1;A
586;POTIO2;4;A
586;HERBO4;3;A
586;CHARM5;3;A
586;HERBO1;1;E
586;HERBO2;1;A
586;HERBO3;2;A
586;CHARM4;2;A
586;TRANS5;3;E
586;ASTRO3;2;A
586;TRANS1;1;A
586;ASTRO2;1;E
586;HERBO5;4;O
586;CHARM2;1;E
586;DATDA1;1;E
586;ASTRO4;2;A
586;POTIO3;3;A
586;DATDA4;4;A
587;ASTRO1;1;A
587;TRANS4;4;E
587;POTIO1;66;A
587;CHARM1;2;A
587;TRANS2;3;A
587;POTIO4;4;A
587;POTIO5;3;A
587;CHARM3;4;A
587;DATDA5;3;E
587;ASTRO5;3;A
587;TRANS3;2;A
587;DATDA3;2;A
587;DATDA2;1;A
587;POTIO2;4;A
587;HERBO4;3;A
587;CHARM5;3;A
587;HERBO1;1;A
587;HERBO2;1;A
587;HERBO3;2;A
587;CHARM4;2;A
587;TRANS5;4;O
587;ASTRO3;3;A
587;TRANS1;1;A
587;ASTRO2;1;A
587;HERBO5;4;A
587;CHARM2;66;E
587;DATDA1;1;A
587;ASTRO4;2;A
587;POTIO3;2;A
587;DATDA4;4;A
593;ASTRO1;66;A
593;TRANS4;4;A
593;POTIO1;2;A
593;CHARM1;66;E
593;TRANS2;2;A
593;POTIO4;4;A
593;POTIO5;4;A
593;CHARM3;3;A
593;DATDA5;3;A
593;ASTRO5;3;A
593;TRANS3;3;A
593;DATDA3;3;E
593;DATDA2;2;A
593;POTIO2;3;A
593;HERBO4;4;A
593;CHARM5;4;A
593;HERBO1;1;A
593;HERBO2;1;E
593;HERBO3;2;A
593;CHARM4;3;E
593;TRANS5;4;A
593;ASTRO3;2;A
593;TRANS1;1;E
593;ASTRO2;1;A
593;HERBO5;4;A
593;CHARM2;2;A
593;DATDA1;1;A
593;ASTRO4;2;A
593;POTIO3;3;A
593;DATDA4;4;A
594;ASTRO1;66;A
594;TRANS4;4;A
594;POTIO1;66;A
594;CHARM1;2;A
594;TRANS2;4;E
594;POTIO4;4;E
594;POTIO5;4;A
594;CHARM3;3;A
594;DATDA5;4;E
594;ASTRO5;4;E
594;TRANS3;3;E
594;DATDA3;3;O
594;DATDA2;2;A
594;POTIO2;4;A
594;HERBO4;4;A
594;CHARM5;4;E
594;HERBO1;2;E
594;HERBO2;2;A
594;HERBO3;3;E
594;CHARM4;3;A
594;TRANS5;4;E
594;ASTRO3;3;A
594;TRANS1;2;A
594;ASTRO2;2;E
594;HERBO5;4;O
594;CHARM2;2;E
594;DATDA1;2;A
594;ASTRO4;3;A
594;POTIO3;3;A
594;DATDA4;4;A
595;ASTRO1;66;E
595;TRANS4;4;E
595;POTIO1;66;A
595;CHARM1;66;E
595;TRANS2;3;A
595;POTIO4;4;E
595;POTIO5;4;A
595;CHARM3;3;A
595;DATDA5;4;A
595;ASTRO5;4;E
595;TRANS3;3;E
595;DATDA3;3;O
595;DATDA2;2;A
595;POTIO2;4;A
595;HERBO4;4;E
595;CHARM5;4;A
595;HERBO1;2;A
595;HERBO2;2;O
595;HERBO3;3;A
595;CHARM4;3;E
595;TRANS5;4;O
595;ASTRO3;3;A
595;TRANS1;2;O
595;ASTRO2;2;O
595;HERBO5;4;A
595;CHARM2;2;E
595;DATDA1;2;A
595;ASTRO4;3;A
595;POTIO3;3;A
595;DATDA4;4;A
596;ASTRO1;1;E
596;TRANS4;3;O
596;POTIO1;1;A
596;CHARM1;1;E
596;TRANS2;2;E
596;POTIO4;3;E
596;POTIO5;3;E
596;CHARM3;2;A
596;DATDA5;3;E
596;ASTRO5;3;E
596;TRANS3;3;A
596;DATDA3;3;O
596;DATDA2;2;A
596;POTIO2;4;A
596;HERBO4;3;A
596;CHARM5;3;A
596;HERBO1;1;E
596;HERBO2;1;E
596;HERBO3;2;E
596;CHARM4;2;E
596;TRANS5;3;E
596;ASTRO3;2;E
596;TRANS1;1;E
596;ASTRO2;1;E
596;HERBO5;3;E
596;CHARM2;1;O
596;DATDA1;1;E
596;ASTRO4;2;E
596;POTIO3;2;E
596;DATDA4;3;E
597;ASTRO1;1;E
597;TRANS4;3;E
597;POTIO1;1;A
597;CHARM1;1;E
597;TRANS2;2;E
597;POTIO4;3;E
597;POTIO5;3;A
597;CHARM3;2;A
597;DATDA5;3;A
597;ASTRO5;3;A
597;TRANS3;3;A
597;DATDA3;2;A
597;DATDA2;2;A
597;POTIO2;3;A
597;HERBO4;3;A
597;CHARM5;3;A
597;HERBO1;1;A
597;HERBO2;2;A
597;HERBO3;2;A
597;CHARM4;3;E
597;TRANS5;3;O
597;ASTRO3;2;A
597;TRANS1;1;A
597;ASTRO2;1;A
597;HERBO5;3;O
597;CHARM2;2;E
597;DATDA1;1;E
597;ASTRO4;2;A
597;POTIO3;2;E
597;DATDA4;3;A
598;ASTRO1;1;A
598;TRANS4;3;A
598;POTIO1;2;A
598;CHARM1;1;A
598;TRANS2;3;A
598;POTIO4;3;E
598;POTIO5;3;A
598;CHARM3;2;A
598;DATDA5;3;A
598;ASTRO5;3;A
598;TRANS3;2;E
598;DATDA3;2;E
598;DATDA2;1;A
598;POTIO2;3;A
598;HERBO4;3;A
598;CHARM5;3;A
598;HERBO1;1;E
598;HERBO2;1;O
598;HERBO3;2;E
598;CHARM4;2;E
598;TRANS5;3;E
598;ASTRO3;2;A
598;TRANS1;1;A
598;ASTRO2;1;A
598;HERBO5;3;E
598;CHARM2;1;A
598;DATDA1;1;A
598;ASTRO4;3;E
598;POTIO3;2;A
598;DATDA4;3;A
599;ASTRO1;1;A
599;TRANS4;3;A
599;POTIO1;1;A
599;CHARM1;1;E
599;TRANS2;2;O
599;POTIO4;3;E
599;POTIO5;3;A
599;CHARM3;2;A
599;DATDA5;3;E
599;ASTRO5;3;E
599;TRANS3;2;E
599;DATDA3;2;E
599;DATDA2;1;A
599;POTIO2;3;A
599;HERBO4;3;A
599;CHARM5;3;A
599;HERBO1;1;E
599;HERBO2;1;O
599;HERBO3;2;E
599;CHARM4;2;E
599;TRANS5;3;O
599;ASTRO3;2;E
599;TRANS1;1;E
599;ASTRO2;1;E
599;HERBO5;3;E
599;CHARM2;1;O
599;DATDA1;1;E
599;ASTRO4;3;A
599;POTIO3;6;O
599;DATDA4;6;A
600;ASTRO1;1;E
600;TRANS4;3;A
600;POTIO1;1;A
600;CHARM1;1;A
600;TRANS2;2;A
600;POTIO4;3;A
600;POTIO5;3;A
600;CHARM3;2;A
600;DATDA5;3;A
600;ASTRO5;3;E
600;TRANS3;2;A
600;DATDA3;2;A
600;DATDA2;1;A
600;POTIO2;3;A
600;HERBO4;3;A
600;CHARM5;3;A
600;HERBO1;1;A
600;HERBO2;2;A
600;HERBO3;2;A
600;CHARM4;2;E
600;TRANS5;3;A
600;ASTRO3;2;A
600;TRANS1;1;E
600;ASTRO2;1;E
600;HERBO5;3;E
600;CHARM2;1;A
600;DATDA1;1;A
600;ASTRO4;2;A
600;POTIO3;2;A
600;DATDA4;3;A
601;ASTRO1;1;E
601;TRANS4;3;E
601;POTIO1;1;A
601;CHARM1;2;E
601;TRANS2;2;E
601;POTIO4;3;E
601;POTIO5;3;A
601;CHARM3;2;A
601;DATDA5;3;O
601;ASTRO5;3;A
601;TRANS3;2;A
601;DATDA3;2;E
601;DATDA2;1;A
601;POTIO2;2;A
601;HERBO4;3;A
601;CHARM5;3;E
601;HERBO1;1;A
601;HERBO2;1;E
601;HERBO3;2;E
601;CHARM4;2;O
601;TRANS5;3;O
601;ASTRO3;2;E
601;TRANS1;1;A
601;ASTRO2;1;E
601;HERBO5;3;E
601;CHARM2;1;E
601;DATDA1;1;A
601;ASTRO4;2;O
601;POTIO3;2;A
601;DATDA4;3;A
602;ASTRO1;1;A
602;TRANS4;3;A
602;POTIO1;1;O
602;CHARM1;1;O
602;TRANS2;2;O
602;POTIO4;3;E
602;POTIO5;3;A
602;CHARM3;2;A
602;DATDA5;3;A
602;ASTRO5;3;A
602;TRANS3;2;E
602;DATDA3;2;O
602;DATDA2;1;A
602;POTIO2;3;A
602;HERBO4;3;A
602;CHARM5;3;A
602;HERBO1;2;E
602;HERBO2;1;E
602;HERBO3;2;A
602;CHARM4;2;O
602;TRANS5;3;O
602;ASTRO3;2;E
602;TRANS1;1;A
602;ASTRO2;1;A
602;HERBO5;3;E
602;CHARM2;1;O
602;DATDA1;1;A
602;ASTRO4;2;A
602;POTIO3;2;O
602;DATDA4;3;E
603;ASTRO1;1;A
603;TRANS4;3;A
603;POTIO1;1;A
603;CHARM1;2;E
603;TRANS2;3;A
603;POTIO4;3;E
603;POTIO5;3;A
603;CHARM3;2;E
603;DATDA5;3;O
603;ASTRO5;3;E
603;TRANS3;2;E
603;DATDA3;2;E
603;DATDA2;1;A
603;POTIO2;3;A
603;HERBO4;3;E
603;CHARM5;3;O
603;HERBO1;1;A
603;HERBO2;1;O
603;HERBO3;2;A
603;CHARM4;2;O
603;TRANS5;3;E
603;ASTRO3;2;E
603;TRANS1;1;E
603;ASTRO2;1;A
603;HERBO5;3;O
603;CHARM2;1;A
603;DATDA1;1;A
603;ASTRO4;2;A
603;POTIO3;2;A
603;DATDA4;3;A
604;ASTRO1;1;E
604;TRANS4;3;A
604;POTIO1;1;A
604;CHARM1;1;E
604;TRANS2;2;E
604;POTIO4;3;E
604;POTIO5;3;A
604;CHARM3;2;E
604;DATDA5;3;E
604;ASTRO5;3;E
604;TRANS3;2;E
604;DATDA3;2;E
604;DATDA2;1;A
604;POTIO2;3;A
604;HERBO4;3;A
604;CHARM5;3;E
604;HERBO1;1;E
604;HERBO2;1;A
604;HERBO3;2;E
604;CHARM4;2;A
604;TRANS5;3;O
604;ASTRO3;2;E
604;TRANS1;1;A
604;ASTRO2;1;E
604;HERBO5;3;E
604;CHARM2;1;E
604;DATDA1;1;A
604;ASTRO4;2;A
604;POTIO3;2;E
604;DATDA4;3;A
605;ASTRO1;1;E
605;TRANS4;3;A
605;POTIO1;1;E
605;CHARM1;1;A
605;TRANS2;2;E
605;POTIO4;3;O
605;POTIO5;3;E
605;CHARM3;2;E
605;DATDA5;3;O
605;ASTRO5;3;E
605;TRANS3;2;E
605;DATDA3;2;E
605;DATDA2;1;E
605;POTIO2;3;A
605;HERBO4;3;E
605;CHARM5;3;E
605;HERBO1;1;E
605;HERBO2;1;O
605;HERBO3;2;A
605;CHARM4;2;O
605;TRANS5;3;O
605;ASTRO3;2;E
605;TRANS1;1;E
605;ASTRO2;1;A
605;HERBO5;3;O
605;CHARM2;1;O
605;DATDA1;1;E
605;ASTRO4;2;O
605;POTIO3;2;O
605;DATDA4;3;E
606;ASTRO1;1;A
606;TRANS4;3;A
606;POTIO1;1;A
606;CHARM1;2;O
606;TRANS2;2;A
606;POTIO4;3;O
606;POTIO5;3;A
606;CHARM3;2;E
606;DATDA5;3;A
606;ASTRO5;3;E
606;TRANS3;2;A
606;DATDA3;2;E
606;DATDA2;1;A
606;POTIO2;3;A
606;HERBO4;3;A
606;CHARM5;3;E
606;HERBO1;1;E
606;HERBO2;3;O
606;HERBO3;2;A
606;CHARM4;2;A
606;TRANS5;3;O
606;ASTRO3;2;E
606;TRANS1;1;E
606;ASTRO2;1;E
606;HERBO5;3;O
606;CHARM2;1;E
606;DATDA1;1;A
606;ASTRO4;2;A
606;POTIO3;2;A
606;DATDA4;3;A
607;ASTRO1;1;E
607;TRANS4;3;A
607;POTIO1;1;E
607;CHARM1;1;A
607;TRANS2;2;A
607;POTIO4;3;A
607;POTIO5;3;A
607;CHARM3;2;A
607;DATDA5;3;A
607;ASTRO5;3;A
607;TRANS3;2;A
607;DATDA3;2;E
607;DATDA2;1;A
607;POTIO2;3;A
607;HERBO4;3;A
607;CHARM5;3;A
607;HERBO1;1;A
607;HERBO2;1;E
607;HERBO3;2;A
607;CHARM4;2;E
607;TRANS5;3;E
607;ASTRO3;2;A
607;TRANS1;1;E
607;ASTRO2;1;E
607;HERBO5;3;O
607;CHARM2;1;E
607;DATDA1;1;A
607;ASTRO4;2;A
607;POTIO3;2;E
607;DATDA4;3;A
608;ASTRO1;1;A
608;TRANS4;3;A
608;POTIO1;2;A
608;CHARM1;1;E
608;TRANS2;2;A
608;POTIO4;3;E
608;POTIO5;3;A
608;CHARM3;2;A
608;DATDA5;3;E
608;ASTRO5;3;A
608;TRANS3;2;E
608;DATDA3;2;E
608;DATDA2;1;A
608;POTIO2;3;A
608;HERBO4;3;A
608;CHARM5;3;E
608;HERBO1;1;A
608;HERBO2;1;E
608;HERBO3;2;A
608;CHARM4;2;E
608;TRANS5;3;O
608;ASTRO3;2;A
608;TRANS1;1;A
608;ASTRO2;1;A
608;HERBO5;3;E
608;CHARM2;1;A
608;DATDA1;1;A
608;ASTRO4;2;A
608;POTIO3;2;O
608;DATDA4;3;E
609;ASTRO1;1;A
609;TRANS4;3;A
609;POTIO1;1;A
609;CHARM1;1;A
609;TRANS2;2;A
609;POTIO4;3;E
609;POTIO5;3;A
609;CHARM3;2;A
609;DATDA5;3;E
609;ASTRO5;3;A
609;TRANS3;2;A
609;DATDA3;2;E
609;DATDA2;1;A
609;POTIO2;3;A
609;HERBO4;3;A
609;CHARM5;3;A
609;HERBO1;1;A
609;HERBO2;1;A
609;HERBO3;2;A
609;CHARM4;2;A
609;TRANS5;3;O
609;ASTRO3;2;E
609;TRANS1;1;A
609;ASTRO2;1;A
609;HERBO5;3;E
609;CHARM2;1;E
609;DATDA1;1;A
609;ASTRO4;3;A
609;POTIO3;2;E
609;DATDA4;3;E
610;ASTRO1;1;A
610;TRANS4;3;A
610;POTIO1;2;E
610;CHARM1;1;A
610;TRANS2;2;A
610;POTIO4;3;E
610;POTIO5;3;A
610;CHARM3;2;A
610;DATDA5;3;A
610;ASTRO5;3;A
610;TRANS3;3;A
610;DATDA3;2;A
610;DATDA2;1;A
610;POTIO2;3;A
610;HERBO4;3;A
610;CHARM5;3;A
610;HERBO1;1;A
610;HERBO2;1;A
610;HERBO3;2;A
610;CHARM4;3;A
610;TRANS5;3;A
610;ASTRO3;2;A
610;TRANS1;2;E
610;ASTRO2;1;A
610;HERBO5;3;E
610;CHARM2;1;A
610;DATDA1;2;A
610;ASTRO4;3;E
610;POTIO3;2;A
610;DATDA4;3;A
611;ASTRO1;1;E
611;TRANS4;3;A
611;POTIO1;1;A
611;CHARM1;1;E
611;TRANS2;2;A
611;POTIO4;3;E
611;POTIO5;3;E
611;CHARM3;2;A
611;DATDA5;3;E
611;ASTRO5;3;E
611;TRANS3;2;E
611;DATDA3;2;E
611;DATDA2;1;A
611;POTIO2;3;A
611;HERBO4;3;A
611;CHARM5;3;A
611;HERBO1;1;E
611;HERBO2;1;E
611;HERBO3;2;A
611;CHARM4;2;O
611;TRANS5;3;A
611;ASTRO3;2;A
611;TRANS1;1;E
611;ASTRO2;1;E
611;HERBO5;3;E
611;CHARM2;1;E
611;DATDA1;1;E
611;ASTRO4;2;A
611;POTIO3;2;A
611;DATDA4;3;E
612;ASTRO1;1;A
612;TRANS4;3;A
612;POTIO1;1;A
612;CHARM1;2;E
612;TRANS2;2;E
612;POTIO4;3;E
612;POTIO5;3;A
612;CHARM3;2;A
612;DATDA5;3;O
612;ASTRO5;3;A
612;TRANS3;2;A
612;DATDA3;2;A
612;DATDA2;2;A
612;POTIO2;3;A
612;HERBO4;3;A
612;CHARM5;3;A
612;HERBO1;1;A
612;HERBO2;1;E
612;HERBO3;2;A
612;CHARM4;2;E
612;TRANS5;3;O
612;ASTRO3;2;A
612;TRANS1;1;A
612;ASTRO2;1;A
612;HERBO5;3;O
612;CHARM2;1;O
612;DATDA1;1;A
612;ASTRO4;2;A
612;POTIO3;2;E
612;DATDA4;3;A
613;ASTRO1;1;A
613;TRANS4;3;E
613;POTIO1;1;A
613;CHARM1;1;A
613;TRANS2;2;A
613;POTIO4;3;E
613;POTIO5;3;A
613;CHARM3;2;A
613;DATDA5;3;A
613;ASTRO5;2;E
613;TRANS3;3;E
613;DATDA3;2;A
613;DATDA2;2;E
613;POTIO2;3;A
613;HERBO4;3;A
613;CHARM5;3;E
613;HERBO1;1;A
613;HERBO2;1;E
613;HERBO3;3;A
613;CHARM4;3;O
613;TRANS5;3;A
613;ASTRO3;2;E
613;TRANS1;1;A
613;ASTRO2;1;A
613;HERBO5;3;O
613;CHARM2;1;E
613;DATDA1;1;A
613;ASTRO4;2;A
613;POTIO3;2;E
613;DATDA4;3;A
614;ASTRO1;1;E
614;TRANS4;3;E
614;POTIO1;1;A
614;CHARM1;1;A
614;TRANS2;2;E
614;POTIO4;3;E
614;POTIO5;3;E
614;CHARM3;2;A
614;DATDA5;3;O
614;ASTRO5;3;E
614;TRANS3;2;E
614;DATDA3;2;O
614;DATDA2;1;A
614;POTIO2;3;A
614;HERBO4;3;E
614;CHARM5;3;E
614;HERBO1;1;E
614;HERBO2;1;E
614;HERBO3;2;A
614;CHARM4;2;O
614;TRANS5;3;O
614;ASTRO3;2;E
614;TRANS1;1;A
614;ASTRO2;1;A
614;HERBO5;3;O
614;CHARM2;1;E
614;DATDA1;1;A
614;ASTRO4;2;A
614;POTIO3;2;E
614;DATDA4;3;E
615;ASTRO1;1;E
615;TRANS4;3;E
615;POTIO1;1;E
615;CHARM1;1;O
615;TRANS2;2;O
615;POTIO4;3;O
615;POTIO5;3;O
615;CHARM3;2;O
615;DATDA5;3;O
615;ASTRO5;3;E
615;TRANS3;2;E
615;DATDA3;2;E
615;DATDA2;2;A
615;POTIO2;3;E
615;HERBO4;3;E
615;CHARM5;3;O
615;HERBO1;1;O
615;HERBO2;1;O
615;HERBO3;2;E
615;CHARM4;2;O
615;TRANS5;3;O
615;ASTRO3;2;O
615;TRANS1;1;O
615;ASTRO2;1;E
615;HERBO5;3;O
615;CHARM2;1;O
615;DATDA1;1;A
615;ASTRO4;2;O
615;POTIO3;2;O
615;DATDA4;3;O
616;ASTRO1;1;E
616;TRANS4;3;E
616;POTIO1;1;O
616;CHARM1;1;O
616;TRANS2;2;O
616;POTIO4;3;E
616;POTIO5;3;E
616;CHARM3;2;E
616;DATDA5;3;E
616;ASTRO5;3;E
616;TRANS3;2;E
616;DATDA3;2;E
616;DATDA2;1;A
616;POTIO2;2;A
616;HERBO4;3;E
616;CHARM5;3;E
616;HERBO1;1;E
616;HERBO2;3;E
616;HERBO3;2;E
616;CHARM4;2;E
616;TRANS5;3;O
616;ASTRO3;2;E
616;TRANS1;1;O
616;ASTRO2;1;E
616;HERBO5;3;O
616;CHARM2;1;E
616;DATDA1;1;E
616;ASTRO4;2;O
616;POTIO3;2;O
616;DATDA4;3;E
617;ASTRO1;1;E
617;TRANS4;3;A
617;POTIO1;1;A
617;CHARM1;1;A
617;TRANS2;2;A
617;POTIO4;3;A
617;POTIO5;3;A
617;CHARM3;2;A
617;DATDA5;3;E
617;ASTRO5;3;A
617;TRANS3;2;A
617;DATDA3;2;E
617;DATDA2;1;A
617;POTIO2;3;A
617;HERBO4;3;A
617;CHARM5;3;A
617;HERBO1;1;E
617;HERBO2;1;E
617;HERBO3;2;A
617;CHARM4;2;E
617;TRANS5;3;O
617;ASTRO3;2;A
617;TRANS1;1;E
617;ASTRO2;1;A
617;HERBO5;3;E
617;CHARM2;1;E
617;DATDA1;1;A
617;ASTRO4;2;A
617;POTIO3;2;E
617;DATDA4;3;A
618;ASTRO1;1;A
618;TRANS4;3;A
618;POTIO1;1;A
618;CHARM1;1;A
618;TRANS2;2;A
618;POTIO4;3;A
618;POTIO5;3;A
618;CHARM3;2;A
618;DATDA5;3;E
618;ASTRO5;3;A
618;TRANS3;2;A
618;DATDA3;2;E
618;DATDA2;1;A
618;POTIO2;3;A
618;HERBO4;3;A
618;CHARM5;3;A
618;HERBO1;1;E
618;HERBO2;1;E
618;HERBO3;2;A
618;CHARM4;2;E
618;TRANS5;3;E
618;ASTRO3;2;A
618;TRANS1;1;E
618;ASTRO2;1;E
618;HERBO5;3;E
618;CHARM2;1;E
618;DATDA1;1;A
618;ASTRO4;2;A
618;POTIO3;2;A
618;DATDA4;3;E
619;ASTRO1;1;A
619;TRANS4;3;A
619;POTIO1;1;A
619;CHARM1;1;A
619;TRANS2;2;A
619;POTIO4;3;A
619;POTIO5;3;A
619;CHARM3;2;A
619;DATDA5;3;A
619;ASTRO5;3;A
619;TRANS3;2;A
619;DATDA3;2;E
619;DATDA2;1;E
619;POTIO2;3;A
619;HERBO4;3;A
619;CHARM5;3;A
619;HERBO1;1;E
619;HERBO2;1;A
619;HERBO3;2;A
619;CHARM4;2;A
619;TRANS5;3;O
619;ASTRO3;2;A
619;TRANS1;1;A
619;ASTRO2;1;A
619;HERBO5;3;E
619;CHARM2;1;A
619;DATDA1;1;A
619;ASTRO4;3;A
619;POTIO3;2;A
619;DATDA4;3;A
620;ASTRO1;1;E
620;TRANS4;3;A
620;POTIO1;1;E
620;CHARM1;1;E
620;TRANS2;2;A
620;POTIO4;3;E
620;POTIO5;3;E
620;CHARM3;2;A
620;DATDA5;3;E
620;ASTRO5;3;A
620;TRANS3;2;E
620;DATDA3;2;A
620;DATDA2;1;A
620;POTIO2;3;A
620;HERBO4;3;E
620;CHARM5;3;A
620;HERBO1;1;A
620;HERBO2;1;E
620;HERBO3;2;A
620;CHARM4;2;E
620;TRANS5;3;E
620;ASTRO3;2;E
620;TRANS1;1;E
620;ASTRO2;1;E
620;HERBO5;3;E
620;CHARM2;1;A
620;DATDA1;1;A
620;ASTRO4;2;E
620;POTIO3;2;E
620;DATDA4;3;A
621;ASTRO1;66;A
621;TRANS4;3;A
621;POTIO1;66;A
621;CHARM1;1;A
621;TRANS2;2;A
621;POTIO4;3;O
621;POTIO5;3;E
621;CHARM3;2;A
621;DATDA5;3;E
621;ASTRO5;3;O
621;TRANS3;2;A
621;DATDA3;2;A
621;DATDA2;1;A
621;POTIO2;3;A
621;HERBO4;66;A
621;CHARM5;3;A
621;HERBO1;1;E
621;HERBO2;2;A
621;HERBO3;3;E
621;CHARM4;3;E
621;TRANS5;3;O
621;ASTRO3;2;E
621;TRANS1;1;A
621;ASTRO2;2;A
621;HERBO5;3;O
621;CHARM2;1;A
621;DATDA1;1;A
621;ASTRO4;2;A
621;POTIO3;2;A
621;DATDA4;3;A
622;ASTRO1;1;E
622;TRANS4;3;E
